ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
860030.OF,光大阳光添利C,光证资管,20200616,债券型,债券型,中债综合指数收益率*80%+沪深300指数收益率*15%+中证港股通综合指数(人民币)收益率*5%,1.0,0.18,张丁 曾炳祥,3.11,20220930,,,,,,,,,0.050080486496154375,0.04598875830352585,-0.032690115616349054,0.062466463959935575
009578.OF,上银聚德益一年定开债,上银基金,20200616,债券型,债券型,中国债券综合指数收益率,0.3,0.05,许佳,51.37,20220930,,,,,,,,,0.009013479999999907,0.03346349743513853,0.02473512594140302,0.06857186000000004
009535.OF,南方升元中短期利率债C,南方基金,20200616,债券型,债券型,中债-固定利率债券全价(1-3年)指数收益率,0.2,0.05,王景明,0.02,20220930,,,,,,,,,0.016794961511546462,0.040507324746829346,0.02414615893413958,0.0835288213535939
009534.OF,南方升元中短期利率债A,南方基金,20200616,债券型,债券型,中债-固定利率债券全价(1-3年)指数收益率,0.2,0.05,王景明,20.75,20220930,,,,,,,,,0.018299999999999983,0.04311106746538353,0.026700075315383227,0.0905608200000001
009528.OF,建信中债湖北省地方债,建信基金,20200615,债券型,被动指数型,中债-湖北省地方政府债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,闫晗,13.9,20220930,,,,,,,,,0.015917149999999936,0.04145015171758852,0.024926110822476318,0.08439956999999998
485020.OF,工银瑞信14天理财B,工银瑞信基金,20200615,债券型,债券型,人民币七天通知存款利率(税后),0.27,0.08,谷衡,0.17,20220930,0.007583050000000003,0.04699456784232324,0.05431605302921418,0.047715748764807976,0.030292063476262707,0.035358564384698435,0.042110133143417085,0.031071757735931745,-0.9999237948721543,0.02476901906821298,0.018990984078265914,-0.99989376
485120.OF,工银瑞信14天理财A,工银瑞信基金,20200615,债券型,债券型,人民币七天通知存款利率(税后),0.27,0.08,谷衡,2.48,20220930,0.007053189999999995,0.043953348680619266,0.051270380933316526,0.04467736883933155,0.027303225617808662,0.03234994864467863,0.039076659416451796,0.02805468498036983,-0.9999223502871013,0.021865458485176792,0.01599999999999995,-0.99989459
008771.OF,南方昭元A,南方基金,20200612,债券型,债券型,中债综合指数收益率,0.3,0.1,刘骥,10.47,20220930,,,,,,,,,0.01849999999999996,0.03806697103583696,0.02389277203528508,0.08253234999999992
009735.OF,天弘增强回报E,天弘基金,20200612,债券型,债券型,中债综合全价指数收益率*80%+沪深300指数收益率*20%,0.7,0.2,姜晓丽 张寓 彭玮,2.94,20220930,,,,,,,,,0.09089999999999998,0.1396094967458063,-0.056386743886743924,0.17310000000000003
008772.OF,南方昭元C,南方基金,20200612,债券型,债券型,中债综合指数收益率,0.3,0.1,刘骥,0.0,20220930,,,,,,,,,0.0,0.018620148961191817,0.03453915720608026,0.07529999999999992
009577.OF,上银聚永益一年定开债,上银基金,20200612,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.05,楼昕宇 许佳,51.62,20220930,,,,,,,,,0.0129999999999999,0.045541026653504506,0.016694616255298424,0.07681487999999992
009567.OF,山西证券裕丰一年定开,山西证券,20200611,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,缪佳 蓝烨,7.21,20220930,,,,,,,,,0.01859999999999995,0.045614745729432714,0.02659235670882903,0.0933857199999999
008571.OF,金信民达纯债A,金信基金,20200611,债券型,债券型,中债综合财富(总值)指数收益率*80%+银行1年期定期存款利率(税后)*20%,0.3,0.08,刘雨卉 杨杰,0.29,20220930,,,,,,,,,0.006799999999999917,0.10131108462455314,0.020923520923520823,0.1319999999999999
009484.OF,鹏华普利C,鹏华基金,20200611,债券型,债券型,中证综合债指数收益率,0.35,0.1,刘涛,89.09,20220930,,,,,,,,,0.007800000000000029,0.05828281405040676,0.016505515577690786,0.0841411700000001
009483.OF,鹏华普利A,鹏华基金,20200611,债券型,债券型,中证综合债指数收益率,0.35,0.1,刘涛,18.23,20220930,,,,,,,,,0.009500000000000064,0.061366617137196565,0.019830853453116283,0.09269736000000006
008572.OF,金信民达纯债C,金信基金,20200611,债券型,债券型,中债综合财富(总值)指数收益率*80%+银行1年期定期存款利率(税后)*20%,0.3,0.08,刘雨卉 杨杰,0.59,20220930,,,,,,,,,0.005700000000000038,0.09913493089390464,0.018907182920210007,0.12630000000000008
009530.OF,中融中债1-5年国开行C,中融基金,20200611,债券型,被动指数型,中债-1-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,朱柏蓉,0.03,20220930,,,,,,,,,0.016000000000000014,0.03945931102362199,0.02565186969838368,0.08318135999999998
009529.OF,中融中债1-5年国开行A,中融基金,20200611,债券型,被动指数型,中债-1-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,朱柏蓉,37.81,20220930,,,,,,,,,0.015600000000000058,0.040771888538794675,0.02691045089888783,0.08545248999999999
009408.OF,格林泓远C,格林基金,20200611,债券型,债券型,中债综合全价指数收益率,0.3,0.1,张晓圆 杜钧天,0.0,20220930,,,,,,,,,-0.027100000000000013,-0.015006681056634748,0.008661170823332958,-0.033399999999999985
009407.OF,格林泓远A,格林基金,20200611,债券型,债券型,中债综合全价指数收益率,0.3,0.1,张晓圆 杜钧天,0.57,20220930,,,,,,,,,0.05729999999999991,-0.010619341719474075,0.012707717862334445,0.05936535999999992
009560.OF,上银中债1-3年国开债,上银基金,20200611,债券型,被动指数型,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,许佳,89.86,20220930,,,,,,,,,0.011300000000000088,0.036487689113022775,0.028913642434649816,0.07850727999999996
008394.OF,方正富邦恒利A,方正富邦基金,20200609,债券型,债券型,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1,区德成,6.04,20220930,,,,,,,,,0.008899999999999908,0.028545941123996593,0.021433959718608436,0.05994202000000004
008395.OF,方正富邦恒利C,方正富邦基金,20200609,债券型,债券型,中债综合全价(总值)指数收益率*90%+银行活期存款利率(税后)*10%,0.3,0.1,区德成,0.0,20220930,,,,,,,,,0.008199999999999985,0.026482840706209033,0.019219315875930024,0.05479006999999991
009459.OF,创金合信季安鑫C,创金合信基金,20200609,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.25,0.1,王一兵 黄佳祥,23.01,20220930,,,,,,,,,0.00770000000000004,0.052694254242333954,0.026112368024132786,0.08850000000000002
008097.OF,中银亚太精选债券A美元,中银基金,20200608,债券型,债券型,彭博巴克莱亚太综合债券总收益指数收益率*60%+中债综合指数收益率*40%,0.8,0.25,郑涛,0.07,20220930,,,,,,,,,0.08174625687010145,-0.003942181340341586,-0.05145118733509235,0.022044098146653077
008098.OF,中银亚太精选债券C美元,中银基金,20200608,债券型,债券型,彭博巴克莱亚太综合债券总收益指数收益率*60%+中债综合指数收益率*40%,0.8,0.25,郑涛,0.01,20220930,,,,,,,,,0.07961403691569262,-0.007899934167215317,-0.05507631055076312,0.012093738359411584
008096.OF,中银亚太精选债券C人民币,中银基金,20200608,债券型,债券型,彭博巴克莱亚太综合债券总收益指数收益率*60%+中债综合指数收益率*40%,0.8,0.25,郑涛,0.06,20220930,,,,,,,,,-0.008700000000000041,-0.030666801170180554,0.03226142158393176,-0.008099999999999996
008095.OF,中银亚太精选债券A人民币,中银基金,20200608,债券型,债券型,彭博巴克莱亚太综合债券总收益指数收益率*60%+中债综合指数收益率*40%,0.8,0.25,郑涛,0.49,20220930,,,,,,,,,-0.00660000000000005,-0.026978055164082883,0.03610593834057525,0.0015000000000000568
008700.OF,泰康瑞丰纯债3个月定开,泰康基金,20200608,债券型,债券型,中债新综合财富(总值)指数收益率,0.3,0.1,经惠云,12.1,20220930,,,,,,,,,0.010099999999999998,0.056727056727056635,0.010680157391793215,0.07879999999999998
008721.OF,华商鸿益一年定开,华商基金,20200608,债券型,债券型,中债综合全价指数收益率,0.3,0.1,胡中原,7.32,20220930,,,,,,,,,0.027800000000000047,0.029256985794901765,0.026768299664855895,0.08618772000000008
008766.OF,财通资管鸿盛12个月A,财通证券资管,20200605,债券型,债券型,中债综合指数收益率,0.7,0.1,宫志芳 顾宇笛,3.56,20220930,,,,,,,,,0.013600000000000056,0.12016574585635349,0.013563501849568504,0.15080000000000005
008767.OF,财通资管鸿盛12个月C,财通证券资管,20200605,债券型,债券型,中债综合指数收益率,0.7,0.1,宫志芳 顾宇笛,2.16,20220930,,,,,,,,,0.011300000000000088,0.11569267279738948,0.009483293450323435,0.139
000674.OF,中海中短债,中海基金,20200605,债券型,债券型,中债总财富(1-3年)指数收益率*80%+中国人民银行公布的1年期定期存款利率(税后)*20%,0.3,0.1,邵强,0.54,20220930,,,0.02499999999999991,0.06995121951219523,0.011215464575544795,-0.004779080252479786,0.11932590377820075,0.014431258095854832,-0.19388482671649396,0.027525019086057822,0.03652959145075582,0.07579894000000009
008953.OF,中信建投桂企债C,中信建投基金,20200604,债券型,债券型,中证综合债指数收益率*95%+同期银行活期存款利率(税后)*5%,0.5,0.1,黄子寒,0.05,20220930,,,,,,,,,0.007600000000000051,0.02764473997618107,-0.04231478603161493,-0.008360209999999979
008952.OF,中信建投桂企债A,中信建投基金,20200604,债券型,债券型,中证综合债指数收益率*95%+同期银行活期存款利率(税后)*5%,0.5,0.1,黄子寒,7.51,20220930,,,,,,,,,0.008799999999999919,0.03651480967486135,-0.040097256011063356,0.0037089999999999623
009350.OF,前海联合添泽C,新疆前海联合基金,20200604,债券型,债券型,中债综合全价指数收益率*95%+同期中国人民银行公布的一年期银行定期存款利率(税后)*5%,0.3,0.1,孙连玉,0.0,20220930,,,,,,,,,0.0025999999999999357,0.03979652902453625,0.01380729016786578,0.05689410000000006
009349.OF,前海联合添泽A,新疆前海联合基金,20200604,债券型,债券型,中债综合全价指数收益率*95%+同期中国人民银行公布的一年期银行定期存款利率(税后)*5%,0.3,0.1,孙连玉,18.0,20220930,,,,,,,,,0.004999999999999893,0.04487562189054741,0.019420350442814968,0.07049331000000003
009519.OF,中欧鼎利E,中欧基金,20200603,债券型,债券型,中债综合财富指数收益率*60%+中证可转换债券指数*25%+中证800指数收益率*15%,0.7,0.1,洪慧梅,0.14,20220930,,,,,,,,,0.14339261178951054,0.125861931023759,-0.13431890380426098,0.11439319160151093
009520.OF,中欧鼎利C,中欧基金,20200603,债券型,债券型,中债综合财富指数收益率*60%+中证可转换债券指数*25%+中证800指数收益率*15%,0.7,0.1,洪慧梅,0.19,20220930,,,,,,,,,0.14066255820082568,0.1214047323300859,-0.1378064295399293,0.10287006940173943
920927.OF,中金恒瑞C,中金公司,20200603,债券型,债券型,中债总全价指数收益率,0.3,0.1,安安 臧子琪,42.71,20220930,,,,,,,,,0.017828624358730772,0.05867665759653593,0.023584903955290115,0.10296535246057387
920007.OF,中金恒瑞A,中金公司,20200603,债券型,债券型,中债总全价指数收益率,0.3,0.1,安安 臧子琪,10.36,20220930,0.06913340380882183,0.015198416490731117,0.08713222222075356,0.12070627410310124,0.03249771791593217,0.031237868219914564,0.03297932919987702,0.0555979082375449,0.07055231958872982,0.06290818511588996,0.027559411317411613,0.7917097828254704
009625.OF,天弘中债3-5年金融债,天弘基金,20200603,债券型,被动指数型,中债3-5年政策性金融债全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,刘洋,2.49,20220930,,,,,,,,,0.005400000000000071,0.049151203501094,0.03491115830162025,0.09164148999999999
009291.OF,富国添享一年持有C,富国基金,20200602,债券型,债券型,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,0.5,0.1,武磊,13.56,20220930,,,,,,,,,0.01540000000000008,0.05446129604096898,0.01475670122349868,0.08650000000000002
009290.OF,富国添享一年持有A,富国基金,20200602,债券型,债券型,中债综合财富(总值)指数收益率*80%+银行一年期定期存款利率(税后)*20%,0.5,0.1,武磊,12.61,20220930,,,,,,,,,0.017200000000000104,0.05770743216673217,0.017752579235988376,0.09499999999999997
008414.OF,国泰惠泰一年定开,国泰基金,20200601,债券型,债券型,中证综合债指数收益率,0.3,0.1,胡智磊,12.24,20220930,,,,,,,,,0.009300000000000086,0.03804617061329633,0.024600219528490855,0.07347364999999995
009637.OF,招商信用添利C,招商基金,20200601,债券型,债券型,中债综合指数,0.7,0.2,向霈,1.84,20220930,,,,,,,,,0.01834977204384526,0.06106700828310255,0.012030189259887537,0.0935364147831993
009000.OF,景顺长城景颐嘉利6个月持有C,景顺长城基金,20200529,债券型,债券型,中证综合债指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,李怡文 董晗,23.37,20220930,,,,,,,,,0.05160000000000009,0.07084442753898822,-0.0030192700470651535,0.12270000000000003
008999.OF,景顺长城景颐嘉利6个月持有A,景顺长城基金,20200529,债券型,债券型,中证综合债指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,李怡文 董晗,54.91,20220930,,,,,,,,,0.05410000000000004,0.07523005407456591,0.0009705311452268404,0.13450000000000006
008882.OF,国联安增祺纯债A,国联安基金,20200528,债券型,债券型,中债综合指数收益率,0.3,0.05,薛琳,0.5,20220930,,,,,,,,,-0.00019999999999997797,0.026005201040208065,0.01641523688828233,0.04263875000000006
008883.OF,国联安增祺纯债C,国联安基金,20200528,债券型,债券型,中债综合指数收益率,0.3,0.05,薛琳,0.0,20220930,,,,,,,,,-0.0006000000000000449,0.025915549329597904,0.016311440553984098,0.04202412
009087.OF,太平中债1-3年政策性金融债A,太平基金,20200528,债券型,被动指数型,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,吴超,0.0,20220930,,,,,,,,,0.014315110000000075,0.04974829764687216,0.025199817696792314,0.0916077099999999
009088.OF,太平中债1-3年政策性金融债C,太平基金,20200528,债券型,被动指数型,中债1-3年政策性金融债指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,吴超,0.54,20220930,,,,,,,,,0.013614390000000087,0.034176221590539894,0.024164280878361807,0.07358624999999996
008361.OF,南方招利一年定开,南方基金,20200528,债券型,债券型,中债信用债总指数收益率,0.3,0.1,刘文良,35.5,20220930,,,,,,,,,0.011800000000000033,0.03409764775647359,0.04845646564082956,0.09699999999999998
009617.OF,东兴兴利C,东兴基金,20200527,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.7,0.2,司马义买买提,114.86,20220930,,,,,,,,,0.02025503435639028,0.05231886861626233,0.031262363241144925,0.10719794777828685
009610.OF,天弘永利债券C,天弘基金,20200527,债券型,债券型,中债新综合指数,0.7,0.2,姜晓丽 张寓 杜广 赵鼎龙,35.38,20220930,,,,,,,,,0.07905549999999995,0.13993180146896994,-0.018076700771955893,0.20781443999999993
008517.OF,兴业嘉华一年定开债,兴业基金,20200527,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,徐青,10.06,20230109,,,,,,,,,0.008999999999999897,0.045390545094152634,0.02812620064337185,0.08446654999999992
009357.OF,博时季季乐三个月持有C,博时基金,20200527,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.05,倪玉娟 李更,79.5,20220930,,,,,,,,,0.01419999999999999,0.038903125616249264,0.014114460840641897,0.06852733
009356.OF,博时季季乐三个月持有A,博时基金,20200527,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.05,倪玉娟 李更,29.3,20220930,,,,,,,,,0.015300000000000091,0.042174214517876396,0.0171599335833038,0.07627673999999995
009603.OF,国金惠鑫短债E,国金基金,20200525,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.1,徐艳芳,0.0,20220930,,,,,,,,,-0.007177720356014777,0.025737420474262526,0.009585565266422316,0.028136663795578616
