ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,manager,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,all
007870.OF,鹏华尊信3个月,鹏华基金,20190829,债券型,债券型,中证综合债指数收益率,0.3,0.1,杜培俊 祝松,25.79,20220930,,,,,,,,0.012699999999999934,0.032145729238669,0.0532199073760045,0.008828773066839025,0.11060173999999989
007542.OF,永赢开泰中高等级中短债A,永赢基金,20190828,债券型,债券型,中债总全价(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,卢绮婷,41.12,20220930,,,,,,,,0.011700000000000044,0.029059998023129256,0.04802612621265973,0.022302254605444174,0.1154339900000001
007543.OF,永赢开泰中高等级中短债C,永赢基金,20190828,债券型,债券型,中债总全价(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,卢绮婷,30.3,20220930,,,,,,,,0.010999999999999899,0.02700296735905055,0.04574785707406347,0.020361714864615858,0.10790875
007765.OF,前海开源中债1-3年国开行A,前海开源基金,20190828,债券型,被动指数型,中债-1-3年国开行债券指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.15,0.05,李炳智 王旭巍,0.01,20220930,,,,,,,,0.01200000000000001,0.026604120553359686,0.012863653264436649,0.02263988217975199,0.07611138999999989
007766.OF,前海开源中债1-3年国开行C,前海开源基金,20190828,债券型,被动指数型,中债-1-3年国开行债券指数收益率*95%+银行人民币活期存款利率(税后)*5%,0.15,0.05,李炳智 王旭巍,0.0,20220930,,,,,,,,0.012499999999999956,0.025585412345679015,0.011252591630340819,0.015337142822751195,0.06619536000000004
006045.OF,长城久瑞三个月定开债,长城基金,20190828,债券型,债券型,中债综合财富(总值)指数收益率,0.3,0.1,吴冰燕 张棪,21.41,20220930,,,,,,,,-0.0031999999999999806,0.03169093097913315,0.05259706458307754,0.021442118563710033,0.10569044999999999
007762.OF,富国天盈A,富国基金,20190826,债券型,债券型,中债综合指数,0.7,0.2,俞晓斌,17.07,20220930,,,,,,,,0.023374374759522882,0.050380674875458095,0.07185682326621928,0.01744865586909327,0.1722777991535204
007761.OF,鑫元安睿三年定开债,鑫元基金,20190826,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+0.5%,0.17,0.05,郭卉,80.07,20220930,,,,,,,,0.010099999999999998,0.03288324918324915,0.03161605871865953,0.02504711298714988,0.10325911999999993
007496.OF,农银汇理丰泽三年定开债,农银汇理基金,20190826,债券型,债券型,该封闭期起始日的中国人民银行公布并执行的金融机构三年期定期存款利率(税后)+1.00%,0.15,0.07,周宇 王明君 郭振宇,80.11,20220930,,,,,,,,0.011313450000000058,0.03468328241852206,0.03363290895073529,0.027674641067281663,0.11151463000000006
007712.OF,中银康享3个月定开,中银基金,20190826,债券型,债券型,中债综合财富(总值)指数收益率,0.4,0.1,范锐,11.86,20220930,,,,,,,,0.015800000000000036,0.06375091553455393,0.06514618213338606,0.01648756253538256,0.16992881999999998
007740.OF,天弘信益A,天弘基金,20190823,债券型,债券型,中债综合全价指数收益率,0.3,0.08,柴文婷,0.11,20220930,,,,,,,,0.01110000000000011,0.018435802591237244,0.024474827850793166,0.0329819191396055,0.08973721000000001
007741.OF,天弘信益C,天弘基金,20190823,债券型,债券型,中债综合全价指数收益率,0.3,0.08,柴文婷,0.01,20220930,,,,,,,,0.009800000000000031,0.01555006932065753,0.021633424458094422,0.02816901744536267,0.07719991999999998
900019.OF,中信证券六个月滚动持有A,中信证券,20190822,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,李天颖 邱丹,8.4,20220930,,,,,,,,0.013812431188069185,0.023003257972159245,0.04806022003474239,0.025138121546961215,0.11430287258532676
900039.OF,中信证券六个月滚动持有C,中信证券,20190822,债券型,债券型,中债综合财富(1年以下)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,李天颖 邱丹,0.1,20220930,,,,,,,,0.013812431188069185,0.02557014512785076,0.04543704274162508,0.026611418047882068,0.11590431388249427
007282.OF,华夏鼎淳A,华夏基金,20190821,债券型,债券型,中债综合指数收益率*80%+沪深300收益率*20%,0.7,0.2,刘明宇 董阳阳,2.47,20220930,,,,,,,,0.025900000000000034,0.08207427624524813,0.08375593189802716,-0.060205325432661716,0.13064578999999998
007283.OF,华夏鼎淳C,华夏基金,20190821,债券型,债券型,中债综合指数收益率*80%+沪深300收益率*20%,0.7,0.2,刘明宇 董阳阳,0.23,20220930,,,,,,,,0.024399999999999977,0.07770402186645853,0.07950160326086952,-0.06396626422232549,0.11553670999999999
006706.OF,中融聚汇3个月定开,中融基金,20190821,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1,朱柏蓉 王玥,20.94,20220930,,,,,,,,0.0121,0.023599456575437303,0.03838960951761247,0.024362502551345127,0.10196417999999996
007342.OF,国投瑞银顺臻纯债A,国投瑞银基金,20190821,债券型,债券型,中债综合指数收益率,0.3,0.1,李鸥,21.73,20220930,,,,,,,,0.013400000000000079,0.03719892441286751,0.0344281798663775,0.0319433797637337,0.12201631000000002
007604.OF,景顺长城中短债C,景顺长城基金,20190820,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年定期存款利率*20%,0.3,0.1,彭成军,1.79,20220930,,,,,,,,0.007900000000000018,0.02152991368191294,0.03710178710178711,0.0179659299494287,0.08698402000000005
007824.OF,天弘弘择短债C,天弘基金,20190820,债券型,债券型,中债新综合全价(1年以下)指数收益率,0.25,0.05,王昌俊,54.88,20220930,,,,,,,,0.01200000000000001,0.0354743083003953,0.02986926233419208,0.020292809488510036,0.10109999999999997
007603.OF,景顺长城中短债A,景顺长城基金,20190820,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年定期存款利率*20%,0.3,0.1,彭成军,36.9,20220930,,,,,,,,0.00869999999999993,0.024883513433131877,0.03985296962662014,0.02110896744186044,0.09769213999999993
007823.OF,天弘弘择短债A,天弘基金,20190820,债券型,债券型,中债新综合全价(1年以下)指数收益率,0.25,0.05,王昌俊,5.43,20220930,,,,,,,,0.01309999999999989,0.038002171552660356,0.03242677824267784,0.02284240582112916,0.11050000000000004
007560.OF,中融恒鑫纯债A,中融基金,20190820,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1,哈默 王玥,11.01,20220930,,,,,,,,0.016100000000000003,0.03068160614112782,0.03661122318922024,0.02490183422041354,0.11265148999999997
007561.OF,中融恒鑫纯债C,中融基金,20190820,债券型,债券型,中债综合指数(全价)收益率,0.3,0.1,哈默 王玥,0.0,20220930,,,,,,,,0.015600000000000058,0.028803899172902565,0.03462233605171196,0.02183531701523141,0.10463310000000003
006242.OF,宝盈盈润纯债,宝盈基金,20190816,债券型,债券型,中证全债指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,杨献忠,5.27,20220930,,,,,,,,0.017525950000000012,0.04033709410556071,0.06595932310531491,0.039611250535108514,0.17308959000000002
007659.OF,博时富汇纯债3个月定开,博时基金,20190816,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,李汉楠,53.48,20220930,,,,,,,,0.008000000000000007,0.03093357142857131,0.052722362986915176,0.006381697501662604,0.10095049999999994
007264.OF,人保中高等级信用债A,人保资产,20190814,债券型,债券型,中债高信用等级债券财富(总值)指数收益率,0.6,0.2,朱锐,0.03,20220930,,,,,,,,-0.0043999999999999595,0.00010044194455603554,0.011449231696294141,-0.0011915400655347927,0.005900000000000016
007054.OF,平安季开鑫三个月定开C,平安基金,20190814,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,张文平,0.0,20220930,,,,,,,,0.017900000000000027,0.020434227330778987,0.07316838355636861,0.05427469274244191,0.17520000000000002
007055.OF,平安季开鑫三个月定开E,平安基金,20190814,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,张文平,1.26,20220930,,,,,,,,0.016999999999999904,0.021337266470009886,0.07316838355636861,0.04691845339553244,0.16700000000000004
007053.OF,平安季开鑫三个月定开A,平安基金,20190814,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,张文平,6.78,20220930,,,,,,,,0.018000000000000016,0.023772102161100195,0.07589714066398,0.04949612057433346,0.17680000000000007
007265.OF,人保中高等级信用债C,人保资产,20190814,债券型,债券型,中债高信用等级债券财富(总值)指数收益率,0.6,0.2,朱锐,0.11,20220930,,,,,,,,-0.006099999999999994,-0.004024549753496331,0.0074755025760177415,0.0014037902336308712,-0.0012999999999999678
005891.OF,先锋博盈纯债C,先锋基金,20190814,债券型,债券型,中债总指数(全价)收益率,0.7,0.1,杜旭 黄意球,0.0,20220930,,,,,,,,0.021600000000000064,0.05912294440093971,-0.15129390018484293,-0.1514755526516389,-0.2208
005890.OF,先锋博盈纯债A,先锋基金,20190814,债券型,债券型,中债总指数(全价)收益率,0.7,0.1,杜旭 黄意球,17.19,20220930,,,,,,,,0.023600000000000065,0.06340367330988662,-0.14781809830041345,-0.14833980163863728,-0.20999999999999996
006869.OF,广发政策性金融债,广发基金,20190814,债券型,债券型,中债-金融债券总全价(总值)指数收益率,0.3,0.1,赵子良,0.62,20220930,,,,,,,,0.015900000000000025,0.02476702431341665,0.03228576021139672,0.0423858618998875,0.12022317000000005
007681.OF,鹏华丰登,鹏华基金,20190814,债券型,债券型,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.05,刘涛 张丽娟,27.57,20220930,,,,,,,,0.012399999999999967,0.025028812722244248,0.036185190928082686,0.024340030106855853,0.10146254999999993
007677.OF,蜂巢添汇纯债C,蜂巢基金,20190812,债券型,债券型,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,0.3,0.1,廖新昌 王宏,0.18,20220930,,,,,,,,0.010798400000000097,0.023585514183639366,0.040772952024020585,0.04506499284790192,0.12535092999999997
007676.OF,蜂巢添汇纯债A,蜂巢基金,20190812,债券型,债券型,中债综合全价(总值)指数收益率*80%+1年期银行定期存款利率(税后)*20%,0.3,0.1,廖新昌 王宏,5.11,20220930,,,,,,,,0.011198400000000053,0.024686728143557053,0.041652210266279265,0.03428800541081423,0.11632773000000007
007609.OF,汇安嘉诚A,汇安基金,20190809,债券型,债券型,中债综合指数(全价)收益率,0.7,0.15,仇秉则,0.75,20220930,,,,,,,0.0,0.024599999999999955,0.05799131368338877,0.06055313293258349,-0.05773629767543697,0.08328154999999993
007610.OF,汇安嘉诚C,汇安基金,20190809,债券型,债券型,中债综合指数(全价)收益率,0.7,0.15,仇秉则,1.52,20220930,,,,,,,0.0,0.02289999999999992,0.05391923941734284,0.05638184224892117,-0.061562524690766424,0.06872699999999998
007704.OF,万家鑫盛纯债C,万家基金,20190809,债券型,债券型,中债新综合指数(全价)收益率,0.3,0.1,谷丹青,0.0,20220930,,,,,,,,0.011200000000000099,0.02414892207278463,0.035210165387112004,0.023210258243638048,0.0969670600000001
007703.OF,万家鑫盛纯债A,万家基金,20190809,债券型,债券型,中债新综合指数(全价)收益率,0.3,0.1,谷丹青,26.14,20220930,,,,,,,,0.011600000000000055,0.02544955516014232,0.03640861851552019,0.024459446153505027,0.10140973000000009
007433.OF,兴银合丰政策性金融债A,兴银基金,20190809,债券型,债券型,中证政策性金融债指数收益率,0.3,0.1,李文程,57.64,20220930,,,,,,,,0.011700000000000044,0.031229643174854063,0.04158045303829355,0.025385264201773644,0.11426125999999992
007582.OF,中泰青月中短债A,中泰资管,20190809,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,商园波 臧洁,15.08,20220930,,,,,,,,0.012299999999999978,0.03506865553689626,0.036457339186867735,0.02440147329650089,0.11250000000000004
007583.OF,中泰青月中短债C,中泰资管,20190809,债券型,债券型,中债总财富(1-3年)指数收益率*80%+一年期定期存款利率(税后)*20%,0.3,0.1,商园波 臧洁,1.73,20220930,,,,,,,,0.01079999999999992,0.030965571824297693,0.03233854716437968,0.020635805911879527,0.09800000000000009
007032.OF,平安可转债A,平安基金,20190807,债券型,债券型,中证可转换债券指数收益率*70%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*10%,0.7,0.2,刘斌斌,0.48,20220930,,,,,,,,0.04170000000000007,0.129883843717001,0.2860662701784197,-0.22963599127964598,0.16609999999999991
007033.OF,平安可转债C,平安基金,20190807,债券型,债券型,中证可转换债券指数收益率*70%+中债综合财富(总值)指数收益率*20%+沪深300指数收益率*10%,0.7,0.2,刘斌斌,0.31,20220930,,,,,,,,0.040200000000000014,0.1252643722361085,0.2809910294745835,-0.23269307723089233,0.15050000000000008
007772.OF,浦银安盛盛煊3个月定开债,浦银安盛基金,20190807,债券型,债券型,中证综合债指数收益率,0.3,0.1,陶祺,49.76,20220930,,,,,,,,0.008799999999999919,0.021169597541633778,0.0349862291230504,0.022108894006057863,0.0897695999999999
007214.OF,国泰惠丰纯债,国泰基金,20190805,债券型,债券型,中证综合债指数收益率,0.3,0.1,黄志翔,0.51,20220930,,,,,,,,0.011523139999999987,0.02867917584169168,0.033073767910764135,0.013376295074158637,0.08932593999999994
007717.OF,工银瑞信尊享短债F,工银瑞信基金,20190805,债券型,债券型,中债-综合财富(1年以下)指数收益率,0.3,0.05,王朔,1.91,20220930,,,,,,,,0.010000000000000009,0.03425742574257422,0.031648487459314596,0.01861753225862015,0.09772337999999992
007331.OF,国泰惠融纯债,国泰基金,20190805,债券型,债券型,国证利率债指数收益率,0.3,0.1,胡智磊,5.43,20220930,,,,,,,,0.013700000000000045,0.022228006313504866,0.03608297261233454,0.02664406704894353,0.10222855999999991
007589.OF,嘉实致元42个月定开,嘉实基金,20190805,债券型,债券型,中债综合全价(3-5年)指数收益率,0.15,0.05,王立芹,23.06,20220930,,,,,,,,0.011608229999999997,0.03858083479609501,0.03847037852048817,0.03311110751011234,0.12718136999999996
007321.OF,鹏华金利,鹏华基金,20190802,债券型,债券型,中债综合全价(总值)指数收益率*95%+银行活期存款利率(税后)*5%,0.3,0.1,祝松 邓明明,86.66,20220930,,,,,,,,0.014903319999999942,0.033559551268390796,0.049068116815023675,0.012209159432654994,0.11386903000000004
005426.OF,光大尊丰纯债定期开放,光大保德信基金,20190801,债券型,债券型,中债总全价指数收益率,0.4,0.1,李怀定,15.47,20220930,,,,,,,,0.013743639999999946,0.024221971937599538,0.05081561756262174,0.0174992987784387,0.1101530799999999
007488.OF,万家民安增利12个月A,万家基金,20190731,债券型,债券型,每个封闭期同期12个月银行定期存款利率(税后)+1.50%,0.15,0.05,陈奕雯,72.38,20220930,,,,,,,,0.007300000000000084,0.02308561501042383,0.029900263172976026,0.024183469337373486,0.08703554000000002
007489.OF,万家民安增利12个月C,万家基金,20190731,债券型,债券型,每个封闭期同期12个月银行定期存款利率(税后)+1.50%,0.15,0.05,陈奕雯,0.0,20220930,,,,,,,,0.005400000000000071,0.02043304157549223,0.025274435710087674,0.019594019250527447,0.07248395000000007
007478.OF,中加恒泰三个月定开,中加基金,20190731,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,张楠,2.01,20220930,,,,,,,,0.019300000000000095,0.01491527518885499,0.03794921299127235,0.026550676438716732,0.10227081999999998
007567.OF,南方恒新39个月定开债A,南方基金,20190731,债券型,债券型,三年定期存款利率(税后)+1.5%,0.15,0.05,何康,10.51,20220930,,,,,,,,0.015712589999999915,0.049168121466329553,0.04370753725552761,0.0357649654138642,0.15200923
006954.OF,华安安业C,华安基金,20190731,债券型,债券型,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,康钊,0.02,20220930,,,,,,,,0.03784436000000002,0.02447335166903066,0.05722101069398104,0.01685707981659512,0.14303255000000004
006953.OF,华安安业A,华安基金,20190731,债券型,债券型,中债综合全价指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,康钊,45.92,20220930,,,,,,,,0.05516966999999995,0.015334965039319281,0.05838745644679966,0.01796611371279093,0.15427594999999994
007568.OF,南方恒新39个月定开债C,南方基金,20190731,债券型,债券型,三年定期存款利率(税后)+1.5%,0.15,0.05,何康,0.55,20220930,,,,,,,,0.014711689999999944,0.0465571654151339,0.04095597229329545,0.03328930770945763,0.14224671
007278.OF,国泰兴富三个月定开,国泰基金,20190726,债券型,债券型,中证综合债指数收益率,0.3,0.1,索峰 黄志翔,5.12,20220930,,,,,,,,0.016727139999999974,0.03164297355138961,0.043967972105161165,0.024965146900543817,0.12235466000000006
007572.OF,中加民丰纯债,中加基金,20190726,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,袁素,5.16,20220930,,,,,,,,0.012799999999999923,0.029719589257503967,0.04060728737175197,0.02504815160726093,0.11243282999999993
007654.OF,长盛稳益6个月C,长盛基金,20190726,债券型,债券型,中国人民银行公布的六个月银行定期整存整取存款利率(税后)+0.6%,0.15,0.05,段鹏 王贵君,0.0,20210930,,,,,,,,0.006599999999999939,-0.006358036956089769,0.009998000399920026,,0.010199999999999987
007653.OF,长盛稳益6个月A,长盛基金,20190726,债券型,债券型,中国人民银行公布的六个月银行定期整存整取存款利率(税后)+0.6%,0.15,0.05,段鹏 王贵君,0.0,20210930,,,,,,,,0.008299999999999974,0.019642546861053357,0.012097580483903216,,0.04054317000000007
007348.OF,永赢昌利C,永赢基金,20190724,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,陶毅,1.02,20220930,,,,,,,,0.0,0.0032000000000000917,0.04808111044657096,0.01250726899448667,0.0645855500000001
007015.OF,嘉合磐泰短债C,嘉合基金,20190724,债券型,债券型,中证短债指数收益率,0.3,0.05,于启明 叶平,1.42,20220930,,,,,,,,0.01200000000000001,0.04832015810276674,0.036298227919690895,0.02958180823713444,0.13193129000000003
007014.OF,嘉合磐泰短债A,嘉合基金,20190724,债券型,债券型,中证短债指数收益率,0.3,0.05,于启明 叶平,5.91,20220930,,,,,,,,0.0129999999999999,0.051036525172754275,0.03888924579693815,0.0321052050212431,0.14161712000000004
006970.OF,广发景利,广发基金,20190724,债券型,债券型,中债综合财富(总值)指数收益率*90%+一年期定期存款利率(税后)*10%,0.3,0.1,赵子良,5.07,20220930,,,,,,,,0.01629999999999998,0.027951736691921622,0.04837367134442017,0.023605568762560532,0.1210975299999999
007347.OF,永赢昌利A,永赢基金,20190724,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,陶毅,111.24,20220930,,,,,,,,0.012899999999999912,0.022805805114029146,0.05026317567567562,0.014488039930054385,0.10383669000000006
007576.OF,华夏鼎琪三个月定期开放,华夏基金,20190724,债券型,债券型,中债综合指数收益率,0.3,0.1,孙蕾,20.21,20220930,,,,,,,,0.01429999999999998,0.05716734693877555,0.04080057683180529,0.02502045904164903,0.14395837999999994
007419.OF,国寿安保泰弘纯债,国寿安保基金,20190723,债券型,债券型,中债综合(全价)指数收益率,0.3,0.1,陶尹斌,20.78,20220930,,,,,,,,0.015900000000000025,0.025789939954719954,0.03710617982919107,0.01634293787378208,0.09843128000000001
007520.OF,富安达富利纯债A,富安达基金,20190723,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,康佳燕 张凯瑜 李飞,2.17,20220930,,,,,,,,0.008599999999999941,0.03390838786436646,0.03768699654775615,0.02590871453654924,0.11013582
007485.OF,博时中债3-5年国开行A,博时基金,20190719,债券型,被动指数型,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,万志文 倪玉娟,128.81,20220930,,,,,,,,0.019547350000000074,0.02320507232940175,0.047860344977687236,0.030467978579977018,0.12643980999999993
007486.OF,博时中债3-5年国开行C,博时基金,20190719,债券型,被动指数型,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,万志文 倪玉娟,0.27,20220930,,,,,,,,0.018943780000000077,0.02170724276858528,0.046842079297775605,0.030068980808490443,0.12259777000000005
007517.OF,博时富淳纯债3个月定开,博时基金,20190718,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,郭思洁,20.13,20220930,,,,,,,,0.026459400000000022,0.029697930575724556,0.04446380236620494,0.02489690484028001,0.13142348999999998
006812.OF,大成惠福纯债,大成基金,20190718,债券型,债券型,中债综合全价指数收益率,0.3,0.1,冯佳,3.21,20220930,,,,,,,,0.015900000000000025,0.009656117728122849,0.043750616950908136,0.021053637325115712,0.09312479000000007
007351.OF,永赢同利A,永赢基金,20190718,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1,牟琼屿,15.9,20220930,,,,,,,,0.008799999999999919,0.023394131641554388,0.029740410693529704,0.025968917434230257,0.09071165999999997
007563.OF,兴银汇逸三个月定开债,兴银基金,20190718,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,张蕴文 李文程,10.38,20220930,,,,,,,,0.024399999999999977,0.029020841468176472,0.0395900046194538,0.023682390569790164,0.12181455000000008
007352.OF,永赢同利C,永赢基金,20190718,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1,牟琼屿,0.0,20220930,,,,,,,,0.008099999999999996,0.02132724928082539,0.0277330516705515,0.023821288008233615,0.08336053999999993
007065.OF,浦银安盛高等级优选短融券C,浦银安盛基金,20190718,债券型,被动指数型,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,0.25,0.05,刘大巍,0.04,20220930,,,,,,,,0.011900000000000022,0.026089534538986044,0.024944621015120905,0.0159744408945686,0.08119999999999994
006617.OF,工银瑞信瑞泽定开,工银瑞信基金,20190718,债券型,债券型,中债综合财富(总值)指数收益率,0.3,0.1,陈桂都,77.82,20220930,,,,,,,,0.01540000000000008,0.013590703171163888,0.08376352506801409,0.01908852446306229,0.1367009400000001
007064.OF,浦银安盛高等级优选短融券A,浦银安盛基金,20190718,债券型,被动指数型,上海清算所高等级优选短期融资券指数收益率*95%+银行活期存款利率(税后)*5%,0.25,0.05,刘大巍,3.51,20220930,,,,,,,,0.012599999999999945,0.026367766146553374,0.027037429038776116,0.017987633501967498,0.08660000000000001
007375.OF,西部利得聚利6个月定开A,西部利得基金,20190716,债券型,债券型,中债综合全价(总值)指数收益率,0.6,0.1,易圣倩 李安然,0.2,20220930,,,,,,,,0.028000000000000025,0.025789387159533154,0.04852733278420696,0.023956724638497958,0.13217268999999998
007376.OF,西部利得聚利6个月定开C,西部利得基金,20190716,债券型,债券型,中债综合全价(总值)指数收益率,0.6,0.1,易圣倩 李安然,0.32,20220930,,,,,,,,0.026100000000000012,0.021650190039957187,0.04432483411526405,0.01989760223056714,0.11656518999999999
007187.OF,华夏中债3-5年政策金融债C,华夏基金,20190712,债券型,被动指数型,中债-3-5年政策性金融债指数(全价)收益率,0.15,0.05,吴彬,0.15,20220930,,,,,,,,0.013600000000000056,0.024061621941594273,0.05334779797155041,0.025067249377535367,0.12077088999999996
007186.OF,华夏中债3-5年政策金融债A,华夏基金,20190712,债券型,被动指数型,中债-3-5年政策性金融债指数(全价)收益率,0.15,0.05,吴彬,28.41,20220930,,,,,,,,0.013800000000000034,0.024866610771355317,0.05458665706290712,0.02612351461931393,0.1243500500000001
006964.OF,中加颐瑾六个月定开C,中加基金,20190712,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,王霈,0.0,20220930,,,,,,,,0.0,0.0,0.0,0.0,0.0
006963.OF,中加颐瑾六个月定开A,中加基金,20190712,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,王霈,20.63,20220930,,,,,,,,0.018799999999999928,0.023022870043188034,0.03829050778997911,0.02562278441663479,0.10989226000000007
007279.OF,永赢众利,永赢基金,20190711,债券型,债券型,中债-综合指数(全价)收益率,0.3,0.1,杨野,16.98,20220930,,,,,,,,0.01110000000000011,0.0284440807041835,0.03662918754404022,0.03496570705203005,0.11564028000000004
007525.OF,易方达年年恒夏纯债一年定开A,易方达基金,20190711,债券型,债券型,中债信用债总财富(1年以下)指数收益率,0.25,0.05,李一硕,44.26,20220930,,,,,,,,0.022399999999999975,0.034987245696400646,0.045808089460326835,0.025757982187131233,0.13514866000000003
007526.OF,易方达年年恒夏纯债一年定开C,易方达基金,20190711,债券型,债券型,中债信用债总财富(1年以下)指数收益率,0.25,0.05,李一硕,0.27,20220930,,,,,,,,0.020999999999999908,0.032030009794319414,0.04262839276932999,0.022735789815059915,0.12359829000000011
007540.OF,华泰保兴安悦,华泰保兴基金,20190711,债券型,债券型,中债总指数(全价)收益率,0.3,0.1,周咏梅,14.99,20220930,,,,,,,,0.009200000000000097,0.03369005152596096,0.030483128834355878,0.019755023255814026,0.09623665000000003
007511.OF,南方泰元C,南方基金,20190711,债券型,债券型,中债综合指数收益率,0.3,0.1,杜才超,0.0,20220930,,,,,,,,0.01849999999999996,0.027295041728031467,0.041254515913217896,0.022109566478800836,0.11355219000000005
007510.OF,南方泰元A,南方基金,20190711,债券型,债券型,中债综合指数收益率,0.3,0.1,杜才超,17.09,20220930,,,,,,,,0.020399999999999974,0.03145825166601335,0.04537307363420419,0.026137673373874532,0.12901326999999996
007316.OF,交银可转债A,交银施罗德基金,20190711,债券型,债券型,中证可转换债券指数收益率*70%+中债综合全价指数收益率*20%+沪深300指数收益率*10%,0.7,0.2,魏玉敏,0.66,20220930,,,,,,,,0.06129999999999991,0.20832940733063232,0.2553805364940737,-0.17820982669731047,0.32299999999999995
007535.OF,中欧盈和5年定开债,中欧基金,20190711,债券型,债券型,三年期银行定期存款利率(税后)+1.25%,0.2,0.05,LI TONG,73.53,20220930,,,,,,,,0.015126229999999907,0.044757093903484334,0.043547018206875704,0.03415902912448888,0.14454988999999996
007317.OF,交银可转债C,交银施罗德基金,20190711,债券型,债券型,中证可转换债券指数收益率*70%+中债综合全价指数收益率*20%+沪深300指数收益率*10%,0.7,0.2,魏玉敏,0.38,20220930,,,,,,,,0.05929999999999991,0.20353063343717553,0.25045101576594253,-0.18153305733283157,0.30479999999999996
007260.OF,国投瑞银顺祺,国投瑞银基金,20190709,债券型,债券型,中债综合指数收益率,0.3,0.1,宋璐,3.88,20220930,,,,,,,,0.01770000000000005,0.034293013658248925,0.04104123123693723,0.025734623106406278,0.12400000000000011
007172.OF,易方达中债3-5年国开行C,易方达基金,20190708,债券型,被动指数型,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,杨真,1.48,20220930,,,,,,,,0.020951869999999984,0.033559995340426745,0.054592911827514606,0.028837929348771933,0.1449137599999999
007171.OF,易方达中债3-5年国开行A,易方达基金,20190708,债券型,被动指数型,中债-3-5年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,0.15,0.05,杨真,40.08,20220930,,,,,,,,0.021453060000000024,0.034447300006130374,0.050192148814142384,0.029854533180346716,0.1428031700000001
007050.OF,鑫元恒利三个月定开,鑫元基金,20190705,债券型,债券型,中证全债指数收益率,0.3,0.1,郭卉,17.85,20220930,,,,,,,,0.015600000000000058,0.036318077983458076,0.05391338537729151,0.027058322969139896,0.13924149000000008
007327.OF,前海联合泳辉纯债A,新疆前海联合基金,20190705,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,孟令上 阮航,15.89,20220930,,,,,,,,0.011800000000000033,0.01690057323581725,0.037807367091068286,0.013071914216145224,0.08175818999999995
007338.OF,前海联合泳辉纯债C,新疆前海联合基金,20190705,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,孟令上 阮航,0.01,20220930,,,,,,,,0.011563900000000071,0.012704882014868232,0.03368698859261906,0.01030471293543145,0.06983709999999999
