ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
004788.OF,富荣沪深300增强A,富荣基金,20180211,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1,4.96,20210930,,,,,,,-0.29069999999999996,0.4729272419627748,0.8559257131916524,0.10161448393253203,1.1357
005104.OF,富荣福康A,富荣基金,20180211,混合型,混合型,沪深300指数收益率*70%+中证全债指数收益率*30%,1.5,0.15,0.04,20210930,,,,,,,-0.2854,0.22991883571228658,0.1001251564455569,0.26910745682076753,0.22710000000000008
005277.OF,海富通融丰定期开放,海富通基金,20180211,债券型,债券型,中证全债指数收益率,0.3,0.1,20.48,20210930,,,,,,,0.07610000000000006,0.04523230783530063,0.02309217327539425,0.03763399103077426,0.19383328999999994
004789.OF,富荣沪深300增强C,富荣基金,20180211,股票型,增强指数型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,0.6,0.1,7.48,20210930,,,,,,,-0.2915,0.47113620324629496,0.8540727237839395,0.10049159120310475,1.1267
005429.OF,渤海汇金睿选A,渤海汇金资管,20180211,混合型,混合型,上证国债指数收益率*70%+沪深300指数收益率*30%,1.2,0.2,0.16,20210930,,,,,,,0.010499999999999954,0.07017717509650595,0.1437291897891232,0.06679605369561703,0.31919999999999993
004926.OF,中航军民融合精选A,中航基金,20180209,混合型,混合型,沪深300指数收益率*75%+中债综合指数收益率*25%,1.0,0.1,0.05,20210930,,,,,,,-0.15149999999999997,0.20978196817913958,0.5172917681441794,0.16205457463884426,0.8099000000000001
004927.OF,中航军民融合精选C,中航基金,20180209,混合型,混合型,沪深300指数收益率*75%+中债综合指数收益率*25%,1.0,0.1,0.38,20210930,,,,,,,-0.1562,0.20583007465339503,0.5153301886792452,0.16083009079118027,0.79
005166.OF,嘉实润和量化,嘉实基金,20180209,混合型,混合型,中债总财富指数收益率*70%+中证500指数收益率*30%,1.2,0.2,0.3,20210930,,,,,,,-0.020399999999999974,0.08227848101265824,0.08781362007168454,0.029480620827191564,0.18730000000000002
005676.OF,易方达标普消费品指数增强人民币C,易方达基金,20180209,股票型,增强指数型,"标普全球高端消费品指数(净收益指数,使用估值汇率折算)",1.2,0.35,0.35,20210930,,,,,,,-0.06943653955606141,0.285185185185185,0.2324687800192123,0.15705378020265007,0.6898121798520205
005675.OF,易方达恒生H股ETF联接C人民币,易方达基金,20180209,股票型,被动指数型,恒生中国企业指数(使用估值汇率折算)收益率*95%+活期存款利率(税后)*5%,0.6,0.15,4.35,20210930,,,,,,,-0.05085327158905747,0.17437820043891744,-0.08206805263567697,-0.23131732971414035,-0.2228796844181459
004696.OF,东兴量化优享,东兴基金,20180209,混合型,灵活配置型,中证800指数收益率*50%+中证综合债券指数收益率*50%,0.7,0.1,0.04,20210930,,,,,,,-0.04830000000000001,0.15501839201261164,0.22975432211100996,0.007539763226045122,0.3616899899999999
005188.OF,海富通量化前锋C,海富通基金,20180208,股票型,股票型,中证500指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,1.36,20210930,,,,,,,-0.18010000000000004,0.41325845440117187,0.46769177608845897,0.21873133608004694,1.0706245399999998
005189.OF,海富通量化前锋A,海富通基金,20180208,股票型,股票型,中证500指数收益率*80%+上证国债指数收益率*20%,1.5,0.25,1.87,20210930,,,,,,,-0.19269999999999998,0.41884686918784886,0.473389845320283,0.22352310201660738,1.06285995
005553.OF,国富新趋势C,国海富兰克林基金,20180208,混合型,灵活配置型,中债国债总指数收益率(全价)*50%+沪深300指数收益率*30%+恒生指数收益率*20%,0.6,0.1,3.52,20210930,,,,,,,0.032399999999999984,0.02296511627906982,0.04726721606516987,0.12020622286541247,0.23849999999999993
005358.OF,东方阿尔法精选A,东方阿尔法基金,20180208,混合型,灵活配置型,沪深300指数收益率*40%+中证综合债券指数收益率*40%+恒生指数收益率*20%,1.5,0.25,5.24,20210930,,,,,,,-0.17889999999999995,0.330004870920604,0.38381248855520966,0.004962286621675162,0.5188999999999999
004738.OF,上投摩根安隆回报A,上投摩根基金,20180208,混合型,混合型,中证综合债券指数收益率*80%+沪深300指数收益率*20%,0.6,0.1,20.83,20210930,,,,,,,-0.010700000000000043,0.1305226974016784,0.1439813986764441,0.040572232645403425,0.33109999999999995
005078.OF,富国宝利增强,富国基金,20180208,债券型,债券型,中债综合全价指数收益率*90%+沪深300指数收益率*10%,0.4,0.1,4.86,20210930,,,,,,,0.010999999999999899,0.10584627559600356,0.08193935056802946,0.08061182306738315,0.30699999999999994
005359.OF,东方阿尔法精选C,东方阿尔法基金,20180208,混合型,灵活配置型,沪深300指数收益率*40%+中证综合债券指数收益率*40%+恒生指数收益率*20%,1.5,0.25,1.34,20210930,,,,,,,-0.1825,0.3232632093933465,0.376929475921989,-6.712760958581525e-05,0.48960000000000004
004739.OF,上投摩根安隆回报C,上投摩根基金,20180208,混合型,混合型,中证综合债券指数收益率*80%+沪深300指数收益率*20%,0.6,0.1,12.16,20210930,,,,,,,-0.01419999999999999,0.12713068181818177,0.14060671527590232,0.03748717543998114,0.3146
005004.OF,交银施罗德品质升级A,交银施罗德基金,20180208,混合型,混合型,沪深300指数收益率*60%+中证综合债券指数收益率*40%,1.5,0.25,12.69,20210930,,,,,,,-0.21509999999999996,0.35031847133757965,1.0475471698113206,0.03805750092148923,1.2530000000000001
005552.OF,国富新趋势A,国海富兰克林基金,20180208,混合型,灵活配置型,中债国债总指数收益率(全价)*50%+沪深300指数收益率*30%+恒生指数收益率*20%,0.6,0.1,9.52,20210930,,,,,,,0.033400000000000096,0.024491771539206293,0.049135405839554044,0.12248941727461037,0.24629999999999996
001749.OF,招商中国机遇,招商基金,20180208,股票型,股票型,沪深300指数*80%+中证全债指数*20%,1.5,0.25,6.69,20210930,,,,,,,-0.247,0.4661354581673308,0.9981884057971012,0.11196736174070711,1.4529999999999998
005631.OF,博时富乾纯债3个月,博时基金,20180208,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,74.38,20210930,,,,,,,0.0515000000000001,0.04608381695366775,0.027925165344339278,0.04484496482395174,0.18092923000000005
005481.OF,银华瑞泰,银华基金,20180208,混合型,灵活配置型,中证全债指数收益率*50%+沪深300指数收益率*25%+恒生指数收益率*25%,1.5,0.25,6.58,20210930,,,,,,,-0.21220000000000006,0.5793365553156357,0.9530478509985355,-0.02587910574732202,1.3655965700000001
005477.OF,长安鑫禧A,长安基金,20180207,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.2,0.2,0.18,20210930,,,,,,,-0.17620000000000002,0.13016027197668767,0.07284056725397517,-0.1687362307230123,-0.16990000000000005
004668.OF,建信鑫泽A,建信基金,20180207,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,0.6,0.1,1.03,20210930,,,,,,,-0.1139,0.14841986455981948,0.3214742014742014,0.05533244087460956,0.41900000000000004
005295.OF,诺德天富,诺德基金,20180207,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,2.57,20210930,,,,,,,-0.14170000000000005,0.2664259086672878,0.20384509244779692,0.11400626575991442,0.4579
005293.OF,诺德新旺,诺德基金,20180207,混合型,灵活配置型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.6,0.1,0.59,20210930,,,,,,,-0.21030000000000004,0.36844770828057744,0.773778682457439,-0.11193990923791149,0.7024999999999999
004669.OF,建信鑫泽C,建信基金,20180207,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数(全价)收益率*50%,0.6,0.1,2.64,20210930,,,,,,,-0.11870000000000003,0.1456134377482693,0.32157717455914403,0.05374812593703139,0.40569999999999995
005312.OF,万家经济新动能C,万家基金,20180207,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,6.8,20210930,,,,,,,-0.060799999999999965,0.4255613493668191,0.5836816960286655,0.04996464765496105,1.2275
005556.OF,汇安裕华纯债,汇安基金,20180207,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,37.05,20210930,,,,,,,0.054200000000000026,0.04411667141094977,0.03351682327473515,0.037169622168066095,0.17954841999999993
005311.OF,万家经济新动能A,万家基金,20180207,混合型,混合型,沪深300指数收益率*70%+上证国债指数收益率*30%,1.5,0.25,7.31,20210930,,,,,,,-0.05830000000000002,0.44740473410465964,0.5915957758873571,0.055245818550430766,1.2902
005641.OF,国投瑞银顺源6个月,国投瑞银基金,20180207,债券型,债券型,中债综合指数收益率,0.3,0.1,17.73,20210930,,,,,,,0.0645,0.042588601766585174,0.033468550925393734,0.043087439293415214,0.19606342
002649.OF,民生加银智造2025,民生加银基金,20180207,混合型,灵活配置型,沪深300指数收益率*60%+中证国债指数收益率*40%,0.6,0.15,2.07,20210930,,,,,,,-0.17979999999999996,0.5600683010123185,0.8169806895473382,0.013295469213889216,1.355
004760.OF,国寿安保稳瑞A,国寿安保基金,20180207,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.6,0.1,4.49,20210930,,,,,,,0.0021999999999999797,0.11277876459435185,0.24754471195632088,0.06481852722012446,0.4813292899999999
005548.OF,诺安鑫享定期开放,诺安基金,20180207,债券型,债券型,中债综合全价(总值)指数,0.4,0.1,46.53,20210930,,,,,,,0.0492999999999999,0.0464990179252479,0.026003824436709122,0.039030639605678034,0.1700619000000001
004761.OF,国寿安保稳瑞C,国寿安保基金,20180207,混合型,混合型,中债综合(全价)指数收益率*80%+沪深300指数收益率*20%,0.6,0.1,3.92,20210930,,,,,,,0.0009999999999998899,0.11172127085622947,0.24615454202201234,0.06386905283255172,0.4751856699999999
004792.OF,富荣富乾A,富荣基金,20180207,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.4,0.05,9.38,20210930,,,,,,,0.0706,-0.00869188785046742,-0.0326280385037921,-0.030764509191303475,-0.005476060000000005
004793.OF,富荣富乾C,富荣基金,20180207,债券型,债券型,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,0.4,0.05,0.0,20210930,,,,,,,0.05820000000000003,-0.008822331473953022,-0.064558103618172,-0.046971965893370375,-0.06537691000000001
005478.OF,长安鑫禧C,长安基金,20180207,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,1.2,0.2,0.1,20210930,,,,,,,-0.17800000000000005,0.1284827837936489,0.07072776280323449,-0.17037559158191523,-0.17610000000000003
005387.OF,银河睿达C,银河基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.6,0.1,0.86,20210930,,,,,,,0.028899999999999926,0.25691720618256064,0.26735395078973223,0.051179503102902646,0.72254358
005460.OF,银河嘉谊C,银河基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.6,0.1,2.29,20210930,,,,,,,-0.20599999999999996,0.2636020151133502,0.31506030100667776,0.09436107321509782,0.44389999999999996
005386.OF,银河睿达A,银河基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.6,0.1,7.21,20210930,,,,,,,0.02950000000000008,0.2562066550082579,0.2687285224111851,0.05247833333390226,0.7265729400000001
005457.OF,景顺长城量化小盘,景顺长城基金,20180206,股票型,股票型,中证1000指数收益率*95%+银行活期存款利率(税后)*5%,1.5,0.25,6.15,20210930,,,,,,,-0.22660000000000002,0.26270200387847453,0.42449063171905393,0.3197728742902322,0.8362
004943.OF,格林伯元C,格林基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,0.6,0.1,0.25,20210930,,,,,,,-0.05500000000000005,0.0687976291278578,0.6732026143790849,-0.08291903409090903,0.5495000000000001
005382.OF,泰康睿利量化多策略C,泰康资产,20180206,混合型,混合型,中证800指数收益率*80%+中债综合全价指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,1.5,0.25,0.74,20210930,,,,,,,-0.30979999999999996,0.43308227114716097,0.4661410956135031,0.2323865986488351,0.7877000000000001
005381.OF,泰康睿利量化多策略A,泰康资产,20180206,混合型,混合型,中证800指数收益率*80%+中债综合全价指数收益率*15%+金融机构人民币活期存款利率(税后)*5%,1.5,0.25,0.99,20210930,,,,,,,-0.30720000000000003,0.4401789580025979,0.473494338110031,0.23843852013057673,0.821
005405.OF,中金金序量化蓝筹A,中金基金,20180206,混合型,混合型,沪深300指数收益率*75%+中债综合指数收益率*25%,1.0,0.25,0.03,20210930,,,,,,,-0.16920000000000002,0.36899747262005056,0.28676923076923083,-0.05158160825305725,0.3882000000000001
004806.OF,长信先机两年,长信基金,20180206,混合型,灵活配置型,中证综合债指数收益率*70%+中证500指数收益率*30%,1.5,0.2,0.16,20210930,,,,,,,-0.05259999999999998,0.12464379947229562,0.07704579579579564,-0.013679532979001523,0.1319999999999999
005406.OF,中金金序量化蓝筹C,中金基金,20180206,混合型,混合型,沪深300指数收益率*75%+中债综合指数收益率*25%,1.0,0.25,0.0,20210930,,,,,,,-0.17277211000000003,0.36379369686592306,0.2813874844115924,-0.05565826583038245,0.36531738999999996
005645.OF,华泰保兴尊信定开纯债,华泰保兴基金,20180206,债券型,债券型,中债综合(全价)指数收益率,0.4,0.1,2.56,20210930,,,,,,,0.05719999999999992,0.042289498580889276,0.0357629118634838,0.03268775742704398,0.1783999999999999
005397.OF,南方安养,南方基金,20180206,混合型,混合型,上证国债指数收益率*85%+沪深300指数收益率*15%,1.0,0.2,6.82,20210930,,,,,,,-0.007499999999999951,0.13996372430471588,0.11530487050296122,0.036712364247465705,0.30806602000000005
004942.OF,格林伯元A,格林基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*50%,0.6,0.1,0.06,20210930,,,,,,,-0.05369999999999997,0.07049994715146377,0.676244075829384,-0.08122754314661007,0.5598000000000001
005459.OF,银河嘉谊A,银河基金,20180206,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,0.6,0.1,4.76,20210930,,,,,,,-0.20579999999999998,0.26454293628808856,0.3163397391217765,0.09553706505294997,0.4482999999999999
005229.OF,嘉实富时中国A50ETF联接C,嘉实基金,20180205,股票型,被动指数型,富时中国A50指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,1.4,20210930,,,,,,,-0.21724205570812086,0.40548665915069537,0.32950089126559706,-0.08882483073003959,0.333071792859945
005658.OF,华夏沪深300ETF联接C,华夏基金,20180202,股票型,被动指数型,"沪深300指数收益率*95%+1%(指年收益率,评价时应按期间折算)",0.5,0.1,3.25,20210930,,,,,,,-0.26928675400291124,0.354581673306773,0.2727205882352941,-0.03564619562077537,0.2148471615720523
001562.OF,易方达瑞和,易方达基金,20180202,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.1,14.45,20210930,,,,,,,-0.07599999999999996,0.5032467532467532,0.1540676745860331,0.0586272426699938,0.69697947
005375.OF,建信睿和纯债定开,建信基金,20180202,债券型,债券型,中债综合全价(总值)指数收益率,0.3,0.1,50.16,20210930,,,,,,,0.0714999999999999,0.04392440253920844,0.032013021896982026,0.048575502471105134,0.21010901999999998
005318.OF,万家瑞舜C,万家基金,20180202,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.7,0.1,1.24,20210930,,,,,,,-0.05479999999999996,0.09892086330935243,0.08038894772311556,0.07699162359650669,0.2085999999999999
005622.OF,博时富安纯债3个月,博时基金,20180202,债券型,债券型,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,0.3,0.1,50.14,20210930,,,,,,,0.0645,0.0456021518511558,0.028016226149275125,0.042210795081371676,0.1921894099999999
005317.OF,万家瑞舜A,万家基金,20180202,混合型,灵活配置型,沪深300指数收益率*50%+中证全债指数收益率*50%,0.7,0.1,8.45,20210930,,,,,,,-0.05069999999999997,0.1288453434471132,0.08250116658889411,0.07923096818691275,0.2518
004918.OF,中银证券祥瑞C,中银证券,20180201,混合型,灵活配置型,中证800指数收益率*50%+中债综合全价指数收益率*45%+同期银行活期存款利率(税后)*5%,0.6,0.1,0.05,20210930,,,,,,,-0.15449999999999997,0.20328760643330185,0.1720884520884521,-0.03504947174241158,0.15080000000000005
005128.OF,华夏永康添福,华夏基金,20180201,混合型,混合型,中债综合指数收益率*85%+沪深300指数收益率*15%,1.0,0.2,1.81,20210930,,,,,,,-0.05300000000000005,0.10931558935361221,0.17928210987336943,0.20151784272565804,0.48819999999999997
005357.OF,富国国企改革灵活,富国基金,20180201,混合型,灵活配置型,中证国有企业改革指数收益率*60%+中债综合全价指数收益率*40%,1.5,0.25,1.36,20210930,,,,,,,-0.18589999999999995,0.3752916615497972,0.4447718546298779,0.15463535228677378,0.8682000000000001
005486.OF,平安量化精选A,平安基金,20180201,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,0.6,0.15,2.19,20210930,,,,,,,-0.1613,0.27617457667541145,0.38179779480470927,0.1989450906140114,0.7729999999999999
005299.OF,万家成长优选A,万家基金,20180201,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,1.5,0.25,11.0,20210930,,,,,,,-0.23009999999999997,0.6460199974029347,0.8418270747869991,0.46982481689296257,2.4316
005300.OF,万家成长优选C,万家基金,20180201,混合型,灵活配置型,沪深300指数收益率*50%+上证国债指数收益率*50%,1.5,0.25,8.08,20210930,,,,,,,-0.23419999999999996,0.6375979112271539,0.8328284438775512,0.4625288156235047,2.3625
005042.OF,人保研究精选C,人保资产,20180201,混合型,混合型,沪深300指数收益率*75%+中债综合(全价)指数收益率*25%,1.5,0.2,0.04,20210930,,,,,,,-0.14670000000000005,0.3754394187954065,0.500255580166979,0.10601930721181153,0.9477
005443.OF,国金量化多策略,国金基金,20180201,混合型,灵活配置型,中证500指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,0.41,20210930,,,,,,,-0.2669,0.1275405810939845,0.19356399709654007,0.16065274680721667,0.1451
005502.OF,华泰紫金智能量化,华泰证券资管,20180201,股票型,股票型,中证800指数收益率*90%+上证国债指数收益率*10%,1.2,0.25,1.38,20210930,,,,,,,-0.27090000000000003,0.3992322456813818,0.4396433470507546,-0.004083577213639151,0.46330000000000005
005041.OF,人保研究精选A,人保资产,20180201,混合型,混合型,沪深300指数收益率*75%+中债综合(全价)指数收益率*25%,1.5,0.2,1.45,20210930,,,,,,,-0.1421,0.3831002331002332,0.5076261902755539,0.11128500363311165,0.9882
004917.OF,中银证券祥瑞A,中银证券,20180201,混合型,灵活配置型,中证800指数收益率*50%+中债综合全价指数收益率*45%+同期银行活期存款利率(税后)*5%,0.6,0.1,0.04,20210930,,,,,,,-0.15280000000000005,0.2046742209631728,0.1914560062708211,-0.03437500000000005,0.1741999999999999
005214.OF,华夏鼎旺三个月C,华夏基金,20180201,债券型,债券型,中债综合指数收益率,0.3,0.1,0.0,20210930,,,,,,,0.0,,,0.02622979016167868,0.19330000000000003
005612.OF,嘉实核心优势,嘉实基金,20180201,股票型,股票型,中证800指数收益率*70%+恒生指数收益率*20%+中债综合财富指数收益率*10%,1.5,0.25,11.98,20210930,,,,,,,-0.19379999999999997,0.44270250093318403,0.6475204829667962,-0.0967387321363137,0.7255
004767.OF,中银智享,中银基金,20180201,债券型,债券型,中债综合全价(总值)指数收益率,0.6,0.1,12.35,20210930,,,,,,,0.07869999999999999,0.036884710245711695,0.036629711824629006,0.028986033327075215,0.1928442800000001
005213.OF,华夏鼎旺三个月A,华夏基金,20180201,债券型,债券型,中债综合指数收益率,0.3,0.1,10.14,20210930,,,,,,,0.061900000000000066,0.045779954785229816,0.03882183390380104,0.03485649874273824,0.1935
005224.OF,广发中证基建工程联接C,广发基金,20180201,股票型,被动指数型,中证基建工程指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,33.78,20210930,,,,,,,-0.2529,0.02114561027837264,-0.06277850589777202,0.23311424975527908,-0.11819999999999997
005223.OF,广发中证基建工程联接A,广发基金,20180201,股票型,被动指数型,中证基建工程指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,20.55,20210930,,,,,,,-0.2519,0.021120171100120353,-0.06074093467731378,0.23554006968641103,-0.11350000000000005
005487.OF,平安量化精选C,平安基金,20180201,混合型,混合型,沪深300指数收益率*70%+中证综合债指数收益率*30%,0.6,0.15,0.04,20210930,,,,,,,-0.16759999999999997,0.26345506967803944,0.3707330987924312,0.18937291897891226,0.7145999999999999
005549.OF,富国成长优选三年定开,富国基金,20180131,混合型,灵活配置型,中证800指数收益率*50%+中债综合全价指数收益率*50%,1.5,0.25,4.81,20210930,,,,,,,-0.23109999999999997,0.14153766098608025,0.3964672364672366,0.021788803655949034,0.2521
005617.OF,中信保诚嘉鑫3个月定开,中信保诚基金,20180130,债券型,债券型,中证综合债指数收益率,0.3,0.1,66.61,20210930,,,,,,,0.06109999999999993,0.05194309954751126,0.02210713557411244,0.04836054781070884,0.19572923999999992
005313.OF,万家中证1000指数增强A,万家基金,20180130,股票型,增强指数型,中证1000指数收益率*95%+一年期人民币定期存款利率(税后)*5%,1.0,0.2,2.09,20210930,,,,,,,-0.050899999999999945,0.4075454804045512,0.3358327903676872,0.29979539077794076,1.31978245
005314.OF,万家中证1000指数增强C,万家基金,20180130,股票型,增强指数型,中证1000指数收益率*95%+一年期人民币定期存款利率(税后)*5%,1.0,0.2,3.27,20210930,,,,,,,-0.062100000000000044,0.40536417226308485,0.3301057873545916,0.29473781095344453,1.27041908
001442.OF,易方达瑞信E,易方达基金,20180130,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.1,3.14,20210930,,,,,,,-0.17100000000000004,0.44390832328106167,0.17627401837928142,0.06180940340909096,0.49502764
001441.OF,易方达瑞信I,易方达基金,20180130,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.1,12.51,20210930,,,,,,,-0.17000000000000004,0.44819277108433736,0.17803660565723792,0.06430824152542386,0.5070604700000001
004211.OF,金鹰周期优选,金鹰基金,20180129,混合型,灵活配置型,沪深300指数收益率*60%+中证全债指数收益率*40%,1.5,0.25,0.17,20210930,,,,,,,-0.1392,0.15102230483271376,0.17238595074687116,0.14901859504132234,0.3347
005508.OF,永赢丰利C,永赢基金,20180129,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,0.0,20210930,,,,,,,0.047700000000000076,0.03937059385144154,0.017343259656232825,0.04516517381259429,0.15753847999999993
005507.OF,永赢丰利A,永赢基金,20180129,债券型,债券型,中国债券综合全价指数收益率,0.3,0.1,30.02,20210930,,,,,,,0.049800000000000066,0.04163292043830382,0.018536238429830126,0.04784152281705947,0.16672694999999993
001747.OF,易方达瑞祺I,易方达基金,20180129,混合型,灵活配置型,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,0.6,0.1,9.71,20210930,,,,,,,-0.0010000000000000009,0.17617617617617623,0.3046808510638297,0.08010664709719513,0.65580349
001748.OF,易方达瑞祺E,易方达基金,20180129,混合型,灵活配置型,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,0.6,0.1,1.56,20210930,,,,,,,-0.0030000000000000027,0.17352056168505509,0.3034188034188034,0.07723095081967223,0.6427772
004959.OF,圆信永丰优悦生活,圆信永丰基金,20180129,混合型,混合型,沪深300指数收益率*65%+上证国债指数收益率*35%,1.5,0.2,13.91,20210930,,,,,,,-0.17989999999999995,0.28655042068040465,0.8194864088711972,0.21289474959191226,1.3284427
005234.OF,广发汇吉3个月,广发基金,20180129,债券型,债券型,中债综合财富(总值)指数收益率*90%+银行1年期定期存款利率(税后)*10%,0.3,0.1,4.84,20210930,,,,,,,0.05030000000000001,0.04112995905151883,0.017497397786939768,0.04136456300406806,0.15843509
005396.OF,中金丰硕,中金基金,20180129,混合型,混合型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,0.6,0.15,2.02,20210930,,,,,,,-0.20109999999999995,0.2956195244055067,0.3641808346213293,0.04609828636170526,0.47730000000000006
004693.OF,前海联合泳隽A,新疆前海联合基金,20180129,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价指数收益率*50%,0.7,0.15,9.79,20210930,,,,,,,-0.2741,0.41402590245246623,0.7834941050375135,0.15253496503496497,1.1096
005383.OF,富国绿色纯债,富国基金,20180126,债券型,债券型,中国债券综合全价指数收益率,0.5,0.1,3.03,20210930,,,,,,,0.08000000000000007,0.051124543854774336,0.02624073643476196,0.050398368732706346,0.22337772
005482.OF,博时创新驱动A,博时基金,20180126,混合型,灵活配置型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,1.5,0.25,0.28,20210930,,,,,,,-0.21889999999999998,0.410778289810548,0.3266491243988747,-0.07318240886396278,0.35509999999999997
005483.OF,博时创新驱动C,博时基金,20180126,混合型,灵活配置型,沪深300指数收益率*50%+中债综合财富(总值)指数收益率*50%,1.5,0.25,0.29,20210930,,,,,,,-0.2247,0.3995357234975496,0.31597862145226685,-0.08052657376934388,0.31309999999999993
005421.OF,中欧嘉泽,中欧基金,20180126,混合型,灵活配置型,沪深300指数收益率*50%+中债综合指数收益率*40%+恒生指数收益率*10%,1.5,0.25,9.55,20210930,,,,,,,-0.07950000000000002,0.537258309797958,0.6340446579988694,0.10244324324324319,1.5493999999999999
005326.OF,景顺长城泰恒回报C,景顺长城基金,20180125,混合型,灵活配置型,中证综合债指数收益率*70%+沪深300指数收益率*30%,0.8,0.1,4.4,20210930,,,,,,,-0.18530000000000002,0.3668384879725085,0.32306725329981156,0.07132677298948081,0.5786
005241.OF,中欧时代智慧A,中欧基金,20180125,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,8.76,20210930,,,,,,,-0.15710000000000002,0.5422770538580431,0.9121045954938201,0.005249690137645833,1.4934210600000002
005590.OF,汇添富鑫永定期开放A,汇添富基金,20180125,债券型,债券型,中债综合指数收益率,0.3,0.1,58.49,20210930,,,,,,,0.0616000000000001,0.047303825136612125,0.026231686579376655,0.041577844897493825,0.18819830000000004
004564.OF,北信瑞丰鼎利A,北信瑞丰基金,20180125,债券型,债券型,中证综合债指数收益率*90%+沪深300指数收益率*10%,0.6,0.1,3.44,20210930,,,,,,,-0.00019999999999997797,0.08784392196098037,-0.019681780557343754,0.051787222065859756,0.12109999999999999
005193.OF,北信瑞丰鼎利C,北信瑞丰基金,20180125,债券型,债券型,中证综合债指数收益率*90%+沪深300指数收益率*10%,0.6,0.1,0.0,20210930,,,,,,,-0.0044999999999999485,0.08409524766402089,-0.021964782205746113,0.04918032786885252,0.10719999999999996
005591.OF,汇添富鑫永定期开放C,汇添富基金,20180125,债券型,债券型,中债综合指数收益率,0.3,0.1,0.0,20210630,,,,,,,0.0,,,0.020672573116128256,0.07139999999999991
005242.OF,中欧时代智慧C,中欧基金,20180125,混合型,混合型,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合指数收益率*20%,1.5,0.25,3.96,20210930,,,,,,,-0.16379999999999995,0.5281567816918284,0.8970702007014038,-0.002626811510718467,1.4131670399999998
005325.OF,景顺长城泰恒回报A,景顺长城基金,20180125,混合型,灵活配置型,中证综合债指数收益率*70%+沪深300指数收益率*30%,0.8,0.1,3.54,20210930,,,,,,,-0.18389999999999995,0.36939475618720885,0.32763711192627726,0.07352247456028033,0.593
005281.OF,中科沃土转型升级,中科沃土基金,20180125,混合型,灵活配置型,沪深300指数收益率*50%+中债综合全价(总值)指数收益率*50%,1.5,0.25,0.13,20210930,,,,,,,-0.22540000000000004,0.18923454240351095,0.4411158146097906,-0.16276267229042718,0.11159999999999992
