ts_code,name,management,found_date,fund_type,invest_type,benchmark,m_fee,c_fee,net_asset,ann_date,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,all
001064.OF,广发中证环保产业联接A,广发基金,20150325,股票型,被动指数型,中证环保产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,13.99,20210930,,,,-0.10740000000000005,-0.1487788483083127,0.007896814951302981,-0.3591015931052494,0.20024444897127713,0.5400543109300748,0.4241789728895746,0.2923
001115.OF,广发聚安A,广发基金,20150325,混合型,混合型,中证全债指数收益率*70%+沪深300指数收益率*30%,0.8,0.2,5.38,20210930,,,,0.16399999999999992,0.12379725085910664,0.12414952985245767,0.02692961577694667,0.0735462685577944,0.16656297168639622,0.046721930862466704,0.97784363
001053.OF,南方创新经济,南方基金,20150324,混合型,灵活配置型,沪深300指数收益率*60%+上证国债指数收益率*40%,1.5,0.25,42.27,20210930,,,,0.02499999999999991,-0.0536585365853658,0.29587628865979376,-0.17501988862370724,0.4513018322082932,0.9182724252491696,-0.07481815032906138,1.6709999999999998
001074.OF,华泰柏瑞量化驱动A,华泰柏瑞基金,20150324,混合型,灵活配置型,沪深300指数收益率*95%+银行活期存款利率(税后)*5%,1.5,0.25,3.6,20210930,,,,-0.09670000000000001,0.0005535259603676032,0.20668289444567378,-0.23416154762996239,0.36617189370361497,0.3264698151231053,0.03216857123984409,0.5626
000248.OF,汇添富中证主要消费ETF联接A,汇添富基金,20150324,股票型,被动指数型,中证主要消费指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,51.03,20210930,,,,-0.015900000000000025,0.019103749618941093,0.5564861900488584,-0.20608584240871228,0.6230434081006938,0.693726386955657,-0.06269261248569165,2.1935
001070.OF,建信信息产业,建信基金,20150324,股票型,股票型,沪深300指数收益率*85%+中债总财富(总值)指数收益率*15%,1.5,0.25,6.76,20210930,,,,0.28400000000000003,-0.1370716510903426,0.18592057761732847,-0.3013698630136986,0.6383442265795206,0.7054521276595744,0.33216374269005844,2.417
001139.OF,华安新动力,华安基金,20150324,混合型,灵活配置型,中国人民银行公布的一年期定期存款利率(税后)+3%,0.7,0.25,0.72,20210930,,,,0.03699999999999992,0.021215043394406965,0.028328611898017025,0.03213957759412318,0.06761565836298918,0.0658333333333333,0.01094605160281471,0.2929999999999999
001136.OF,易方达裕如,易方达基金,20150324,混合型,灵活配置型,一年期人民币定期存款利率(税后)+2%,0.6,0.1,12.04,20210930,,,,0.08000000000000007,0.019444444444444358,0.03596730245231615,0.04229925405879774,0.0989931043192726,0.08392225752489633,0.08837233961631445,0.53984623
400032.OF,东方主题精选,东方基金,20150323,混合型,混合型,沪深300指数收益率*60%+中债总全价指数收益率*40%,1.5,0.25,13.36,20210930,,,,-0.013499999999999956,-0.21996958945767872,-0.01715176715176714,-0.34752148050231324,0.3567666126418152,1.0842168134985815,0.5107465252901561,1.1086999999999998
001044.OF,嘉实新消费,嘉实基金,20150323,股票型,股票型,中证内地消费主题指数收益率*95%+中债总指数收益率*5%,1.5,0.25,10.4,20210930,,,,0.014000000000000012,-0.047337278106508916,0.44720496894409933,-0.16809728183118733,0.36308020636285465,0.6712962980485474,-0.024139296630569414,1.58548729
001134.OF,广发天天利E,广发基金,20150323,货币市场型,货币型,人民币活期存款利率(税后),0.33,0.1,1098.09,20210930,,,,0.02508191999999999,0.025220150210043743,0.039768352970219745,0.03683268875539035,0.024335372083046317,0.0195553815369627,0.021258035267141918,0.20764354999999995
001054.OF,工银瑞信新金融A,工银瑞信基金,20150319,股票型,股票型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,91.05,20210930,,,,0.010000000000000009,-0.05841584158415847,0.1198738170347003,-0.20281690140845068,0.5429917550058894,1.0396946564885496,0.28106287425149695,2.423
000974.OF,安信消费医药主题,安信基金,20150319,股票型,股票型,中证800指数收益率*90%+上证国债指数收益率*10%,1.5,0.25,3.09,20210930,,,,0.04499999999999993,0.07177033492822985,0.3928571428571428,-0.25358974358974357,0.3297590776365509,0.3173854462714946,-0.09923273731013625,0.8373869
001117.OF,中欧精选A,中欧基金,20150318,混合型,灵活配置型,沪深300指数收益率*65%+中债综合指数收益率*35%,1.0,0.25,76.24,20210930,,,,0.03400000000000003,-0.2765957446808511,0.2777036048064085,-0.22152560083594564,0.6241610738255033,0.5826446280991736,0.01879895561357704,0.9510000000000001
001051.OF,华夏上证50ETF联接A,华夏基金,20150317,股票型,被动指数型,上证50指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,13.26,20210930,,,,-0.21899999999999997,-0.024327784891165195,0.2598425196850393,-0.1729166666666666,0.3161209068010074,0.20105263157894754,-0.0891930045414709,0.14315385999999997
001106.OF,华商健康生活,华商基金,20150317,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.5,0.25,3.91,20210930,,,,0.028200000000000003,-0.19315308305777085,0.22818225650916094,-0.34085778781038373,0.3839308963668851,0.6823266248604184,0.08377659851713495,0.6946311300000001
001030.OF,天弘云端生活优选,天弘基金,20150317,混合型,灵活配置型,中证主要消费指数收益率*60%+中证综合债指数收益率*40%,1.5,0.25,1.97,20210930,,,,-0.07840000000000003,-0.21050347222222218,0.11998350742166015,-0.2530061349693251,0.532358738501971,0.609818844463501,0.009721667332534257,0.5164
001028.OF,华安物联网主题,华安基金,20150317,股票型,股票型,中证800指数收益率*80%+中国债券总指数收益率*20%,1.5,0.25,4.37,20210930,,,,-0.05300000000000005,-0.21013727560718054,0.016042780748663117,-0.3,0.6466165413533834,0.4166666666666668,0.24576954069298945,0.546
001111.OF,中欧瑾泉C,中欧基金,20150316,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.15,5.3,20210930,,,,0.04499999999999993,0.037320574162679566,0.04852398523985238,0.0391518564138659,0.09830651989839108,0.1589700100223577,0.07350495576398577,0.6137999999999999
001110.OF,中欧瑾泉A,中欧基金,20150316,混合型,灵活配置型,金融机构人民币三年期定期存款基准利率(税后),0.6,0.15,1.79,20210930,,,,0.31200000000000006,0.04344512195121947,0.053469685902118286,0.03938700506206225,0.09855207846800572,0.15901360544217674,0.0735771931663348,1.0486
519170.OF,浦银安盛增长动力A,浦银安盛基金,20150312,混合型,灵活配置型,中证500指数*55%+中证全债指数*45%,1.5,0.25,10.66,20210930,,,,-0.015000000000000013,-0.2517766497461929,-0.018995929443690655,-0.3485477178423237,0.4394904458598728,0.4837758112094394,0.297117296222664,0.30489999999999995
001122.OF,鹏华弘利A,鹏华基金,20150312,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,6.13,20210930,,,,0.05400000000000005,0.026375711574952606,0.046967455621301946,0.014043455219925633,0.11949601916376312,0.15096597684266255,0.08348188321512429,0.6026865100000001
001123.OF,鹏华弘利C,鹏华基金,20150312,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,1.44,20210930,,,,0.04899999999999993,0.022497616777883762,0.04392017903767243,0.01089869572985527,0.11604006716154128,0.14754098178926217,0.0802368584306751,0.5655246899999999
001048.OF,富国新兴产业,富国基金,20150312,股票型,股票型,中证800指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,11.01,20210930,,,,0.486,-0.29138627187079413,0.3428300094966762,-0.3231966053748232,0.3939393939393941,0.449775112443778,0.0744570837642192,1.0779999999999998
001124.OF,融通增强收益C,融通基金,20150305,债券型,债券型,中债综合全价指数,0.7,0.2,0.05,20210930,,,,0.06568712186689721,-0.005190592051906069,0.016142181640306574,-0.009948652118100101,0.07369950567260941,0.08012729945455328,0.08752925099433516,0.3451801296456352
290012.OF,泰信行业精选A,泰信基金,20150304,混合型,灵活配置型,沪深300指数收益率*55%+上证国债指数收益率*45%,1.2,0.25,0.64,20210930,,,,0.10149911816578502,0.046033143863581684,0.08778918339206376,-0.17669014084507037,0.5311164827645197,0.19842969184822032,-0.09529481838867437,0.7114589065255733
001096.OF,国寿安保聚宝盆A,国寿安保基金,20150302,货币市场型,货币型,7天通知存款利率(税后),0.25,0.06,9.46,20210930,,,,0.03301221000000005,0.028106308636952095,0.0401307901539929,0.04010622107438815,0.027788753537267594,0.02140861694408625,0.02282119412658653,0.23294688000000005
001009.OF,上投摩根安全战略,上投摩根基金,20150226,股票型,股票型,中证800指数收益率*85%+中债总指数收益率*15%,1.5,0.25,7.64,20210930,,,,0.09000000000000008,-0.19266055045871566,0.1534090909090908,-0.30344827586206896,0.7227722772277229,0.8032282183908047,0.013049306931501685,1.2249925799999999
001067.OF,鹏华弘盛A,鹏华基金,20150225,混合型,灵活配置型,一年期银行定期存款利率(税后)+3%,0.6,0.25,8.21,20210930,,,,0.07600000000000007,0.03280669144981402,0.08171346292296616,-0.024292845257903407,0.1182942430703623,0.12789810860280673,0.04652106295219418,0.5477000000000001
000976.OF,长城新兴产业,长城基金,20150217,混合型,灵活配置型,中证新兴产业指数收益率*55%+中债综合财富指数收益率*45%,1.5,0.25,0.99,20210930,,,,0.131,0.030946065428823978,0.06603773584905676,-0.17160096540627517,0.3534039040497231,0.6576492537313432,0.35024457815678994,2.1192
000991.OF,工银瑞信战略转型主题A,工银瑞信基金,20150216,股票型,股票型,中证800指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,46.41,20210930,,,,0.008000000000000007,-0.020833333333333353,0.2634245187436678,-0.22694466720128317,0.5404564315352699,1.07003367003367,0.27456083279115173,2.918
001050.OF,汇添富成长多因子量化策略,汇添富基金,20150216,股票型,股票型,中证500指数收益率*90%+活期存款利率(税后)*10%,1.5,0.25,9.79,20210930,,,,0.18799999999999994,-0.03956228956228951,-0.007011393514461005,-0.22506619593998234,0.3697383390216154,0.4019933554817276,0.1759478672985783,0.9850000000000001
001017.OF,泰达宏利改革动力A,泰达宏利基金,20150213,混合型,灵活配置型,沪深300指数收益率*50%+中证综合债指数收益率*50%,1.5,0.25,1.64,20210930,,,,0.363,0.0384446074834923,0.053129857284159906,-0.2250620513852552,0.4073130171369222,0.5520378460774762,-0.06616646963949392,1.35664865
000603.OF,易方达创新驱动,易方达基金,20150213,混合型,灵活配置型,沪深300指数收益率*50%+中债总财富指数收益率*50%,1.5,0.25,58.14,20210930,,,,0.2889999999999999,-0.29247478665632265,-0.002192982456140353,-0.2461538461538461,0.411078717201166,0.7303719008264464,0.5277611940298508,1.5590000000000002
000968.OF,广发中证养老产业A,广发基金,20150213,股票型,被动指数型,中证养老产业指数收益率*95%+银行活期存款利率(税后)*5%,0.5,0.1,9.07,20210930,,,,0.13339999999999996,-0.15060878771836947,0.12371455282019331,-0.24560916990201517,0.22938365396397503,0.27409548489983043,-0.08894625674724237,0.16460000000000008
001027.OF,前海开源中证大农业增强,前海开源基金,20150213,股票型,增强指数型,中证大农业指数收益率*95%+商业银行活期存款利率(税后)*5%,1.2,0.25,8.49,20210930,,,,-0.04600000000000004,-0.16037735849056595,-0.003745318352059928,-0.1842105263157895,0.4592933947772656,0.47789473684210526,-0.004985754985754911,0.397
000996.OF,中银新动力,中银基金,20150213,股票型,股票型,沪深300指数收益率*80%+中债综合指数收益率*20%,1.5,0.25,11.72,20210930,,,,0.2370000000000001,-0.35084882780921584,0.05230386052303851,-0.4160756501182033,0.47368421052631576,0.9107142857142858,-0.011502516175413383,0.375
001019.OF,兴业年年利,兴业基金,20150212,债券型,债券型,中国债券综合全价指数,0.4,0.1,10.49,20211231,,,,0.07800000000000007,0.019758812615955357,-0.011552806331301678,0.06920669979753354,0.07404044585987275,0.03508270690827645,0.08523908113451178,0.40169165000000007
001036.OF,嘉实企业变革,嘉实基金,20150212,股票型,股票型,沪深300指数收益率*80%+中证综合债券指数收益率*20%,1.5,0.25,4.88,20210930,,,,0.08600000000000008,-0.1823204419889503,0.14864864864864866,-0.2705882352941177,0.5577956989247312,0.5228645383951681,0.131444759206799,0.9970000000000001
001018.OF,易方达新经济,易方达基金,20150212,混合型,灵活配置型,中证800指数收益率*65%+一年期人民币定期存款利率(税后)*35%,1.5,0.25,31.07,20210930,,,,0.3959999999999999,-0.11962750716332365,0.3146341463414634,-0.251082251082251,0.6333608587943846,0.6799797775530839,0.35690640987059896,3.5090000000000003
000975.OF,华夏MSCI中国A股国际通ETF联接A,华夏基金,20150212,股票型,被动指数型,MSCI中国A股国际通指数收益率*95%+人民币活期存款利率(税后)*5%,0.5,0.1,1.46,20210930,,,,0.03400000000000003,-0.08510638297872347,0.178646934460888,-0.22869955156950672,0.3816580697674418,0.3540334677426754,0.047108446031767254,0.68469036
000966.OF,中邮核心科技创新,中邮基金,20150211,混合型,灵活配置型,沪深300指数*60%+上证国债指数*40%,1.5,0.25,1.09,20210930,,,,0.17999999999999994,-0.23220338983050842,0.04966887417218535,-0.1756046267087276,0.2971938775510202,0.6037364798426746,0.187614960147149,0.937
000965.OF,汇丰晋信新动力,汇丰晋信基金,20150211,混合型,混合型,中证800指数(CSI800)*80%+银行同业存款利率*20%,1.5,0.25,1.31,20210930,,,,0.10030000000000006,-0.2447514314277925,0.0848375451263538,-0.3277506654835847,0.6976245463543385,0.5719560781265184,-0.003956234159609298,0.6113
519969.OF,长信新利,长信基金,20150211,混合型,灵活配置型,中证800指数收益率*50%+中国债券总指数收益率*50%,0.6,0.25,4.1,20210930,,,,0.3640000000000001,-0.21480938416422296,0.11682242990654206,0.0006694560669455329,0.16783601772871712,0.19387754933981988,0.05840455719130639,0.76462286
000913.OF,农银汇理医疗保健主题,农银汇理基金,20150210,股票型,股票型,中证医药卫生指数*80%+中证全债指数*20%,1.5,0.25,29.05,20210930,,,,0.23540000000000005,-0.1437591063623118,-0.03450557761391565,-0.14421382416291373,0.7949216516069999,0.7792646402854776,-0.06442948212878732,1.6122999999999998
000998.OF,南方双元C,南方基金,20150210,债券型,债券型,中证全债指数,0.3,0.1,3.66,20210930,,,,0.06020000000000003,0.003961516694963197,-0.026963547538519303,0.04547648933088724,0.06348453084595501,0.06678539162802738,0.08096828453762495,0.32791243000000003
001016.OF,华夏沪深300指数增强C,华夏基金,20150210,股票型,增强指数型,沪深300指数收益率*95%+1.5%,1.0,0.2,4.1,20210930,,,,0.20700000000000007,-0.03976801988400998,0.2062122519413286,-0.21101573676680968,0.35778985507246375,0.32488325550366903,0.02467270896273925,1.0350000000000001
001015.OF,华夏沪深300指数增强A,华夏基金,20150210,股票型,增强指数型,沪深300指数收益率*95%+1.5%,1.0,0.2,10.98,20210930,,,,0.21199999999999997,-0.034653465346534684,0.21282051282051292,-0.20718816067653278,0.36533333333333334,0.33138020833333326,0.029828850855745694,1.1059999999999999
000997.OF,南方双元A,南方基金,20150210,债券型,债券型,中证全债指数,0.3,0.1,43.65,20210930,,,,0.06010000000000004,0.006886142816715274,-0.023983511335956387,0.0502015741985026,0.06750771201170977,0.0720562408532721,0.084426231906327,0.3565896500000001
000986.OF,太平灵活配置,太平基金,20150210,混合型,灵活配置型,1年期银行定期存款利率(税后)+2%,1.5,0.25,18.21,20210930,,,,-0.21499999999999997,-0.16050955414012738,0.13960546282245823,-0.17709720372836218,0.18122977346278316,0.4561643835616438,-0.14205079962370643,-0.08799999999999997
